name,name_pt,category,subcategory,description,wikipedia_url,sipa_id,external_osm_id,lat,lon,source,image,images
Old Cathedral of Coimbra,Sé Velha de Coimbra,church,"Romanesque, Cathedral","Arquiteto: Mestre Roberto e Mestre Bernardo. Ano: Iniciada em 1162 e consagrada em 1184. A Sé Velha de Coimbra é uma das mais importantes catedrais românicas de Portugal e um dos edifícios românicos mais bem preservados do país. Caracteriza-se pela sua robustez e aspecto de fortaleza, reflexo do período da Reconquista. A sua fachada maciça, com ameias e contrafortes, e o portal principal esculpido, são exemplares do românico coimbrão. O claustro gótico, construído no século XIII, foi um dos primeiros em Portugal nesse estilo. No interior, destacam-se o retábulo-mor gótico e a capela do Santíssimo Sacramento, com elementos manuelinos.",https://pt.wikipedia.org/wiki/Sé_Velha_de_Coimbra,00002872,,40.2085,-8.4278,Batch: Coimbra,https://upload.wikimedia.org/wikipedia/commons/4/43/Portugal_-_Coimbra_-_Old_Cathedral_-_2022-07-06_-_01.jpg,[]
Lousã Castle,Castelo da Lousã,castle,"Medieval, Fortress","Arquiteto: Desconhecido (construtores medievais). Ano: A sua origem remonta, provavelmente, aos séculos IX-XI, com remodelações no século XIV. O Castelo da Lousã, também conhecido como Castelo de Arouce, é um exemplar de arquitetura militar medieval inserido numa paisagem natural deslumbrante na Serra da Lousã. A sua função era a defesa da região contra invasões e o controlo das rotas comerciais. O castelo apresenta uma torre de menagem de planta quadrangular e muralhas que se adaptam à topografia do terreno. Apesar de pequeno, é um dos mais pitorescos castelos portugueses, testemunho da arquitetura militar românica e da importância estratégica da serra na época medieval.",https://pt.wikipedia.org/wiki/Castelo_da_Lousã,00007802,,40.0894,-8.214,Batch: Coimbra,https://upload.wikimedia.org/wikipedia/commons/b/b3/Castelo_da_Lous%C3%A3_%28Portugal%29.jpg,[]
Choupal National Forest,Mata Nacional do Choupal,park,"Urban Park, Forest, Nature Reserve","Arquiteto: Desconhecido (projeto de reflorestação). Ano: A sua criação e arborização intensiva tiveram início no final do século XVIII e prosseguiram no século XIX. A Mata Nacional do Choupal é um pulmão verde na cidade de Coimbra, estendendo-se ao longo da margem direita do rio Mondego. Foi inicialmente plantada com choupos (daí o nome), plátanos e outras espécies para fixar as margens do rio e proteger a cidade das cheias. É um espaço de grande biodiversidade e um local popular para lazer, desporto e contacto com a natureza. A sua vasta área oferece percursos pedonais e cicláveis, sendo um importante refúgio natural e histórico para a população.",https://pt.wikipedia.org/wiki/Mata_Nacional_do_Choupal,,,40.222,-8.441,Batch: Coimbra,https://upload.wikimedia.org/wikipedia/commons/1/1d/Mata_do_Choupal.jpg,[]
Roman Temple of Évora,Templo Romano de Évora,ruins,Roman,"Arquitetos: Desconhecidos. Construído no século I d.C. O Templo Romano de Évora, também conhecido como Templo de Diana, é um dos mais impressionantes e bem preservados monumentos romanos em Portugal. Erguido no fórum da cidade romana de Ebora Liberalitas Julia, pensa-se que foi dedicado ao culto imperial, provavelmente a Augusto. A sua estrutura é pseudoperíptera, de ordem coríntia, assente num pódio elevado. Embora popularmente associado à deusa Diana, não há evidências que apoiem esta dedicação. Foi classificado como Monumento Nacional em 1910.",https://pt.wikipedia.org/wiki/Templo_Romano_de_%C9vora,,,38.5709,-7.9079,Batch: Évora,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Templo_Romano_de_%C3%89vora_Portugal_P1010376.JPG/1280px-Templo_Romano_de_%C3%89vora_Portugal_P1010376.JPG,[]
Cathedral of Évora,Sé Catedral de Évora,church,"Romanesque, Gothic, Baroque","Arquitetos: Desconhecidos para a fase inicial; mestre Pero Pires na torre sul; Diogo de Torralva e Miguel de Arruda na capela-mor. Construída entre 1186 (início da construção) e 1250 (consagração), embora as obras se estendessem por séculos. A Sé Catedral de Évora, ou Basílica Sé de Nossa Senhora da Assunção, é a maior catedral medieval de Portugal e um notável exemplo da transição do estilo românico para o gótico. A sua robustez inicial românica foi complementada com elementos góticos, como a rosácea e as torres. O claustro é gótico e a capela-mor, do século XVIII, é barroca. É um dos monumentos mais importantes da cidade, classificado como Monumento Nacional e parte do Centro Histórico de Évora, Património Mundial da UNESCO.",https://pt.wikipedia.org/wiki/S%C3%A9_Catedral_de_%C3%89vora,,,38.5714,-7.9075,Batch: Évora,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/%C3%89vora_Catedral_Fachada.jpg/1280px-%C3%89vora_Catedral_Fachada.jpg,[]
Chapel of Bones / Church of Saint Francis,Capela dos Ossos / Igreja de São Francisco,church,"Gothic, Manueline, Macabre","Arquitetos: Desconhecidos para a Igreja de São Francisco (século XV), mas a Capela dos Ossos foi idealizada por um frade franciscano no século XVI (entre 1500 e 1520). A Igreja de São Francisco é um notável exemplar do estilo gótico-manuelino, construída entre 1480 e 1510. Anexada a esta igreja encontra-se a célebre Capela dos Ossos, uma construção macabra com as paredes e colunas revestidas por milhares de crânios e ossos humanos, exumados dos cemitérios da cidade. A inscrição ""Nós ossos que aqui estamos pelos vossos esperamos"" serve como um memento mori. A capela foi construída com o propósito de transmitir a transitoriedade da vida e a certeza da morte.",https://pt.wikipedia.org/wiki/Igreja_de_S%C3%A3o_Francisco_(%C3%89vora),,,38.567,-7.909,Batch: Évora,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Capela_dos_Ossos_01.jpg/1280px-Capela_dos_Ossos_01.jpg,[]
Aqueduct of Silver Water,Aqueduto da Água de Prata,monument,"Renaissance, Aqueduct","Arquiteto: Francisco de Arruda. Construído entre 1531 e 1537. O Aqueduto da Água de Prata é uma impressionante obra de engenharia renascentista que abastece a cidade de Évora com água desde o século XVI. Projetado pelo arquiteto Francisco de Arruda, o mesmo que trabalhou na Torre de Belém, o aqueduto estende-se por cerca de 18 km desde as nascentes na herdade do Divor. Na sua secção urbana, os arcos foram inteligentemente integrados nas casas e estabelecimentos comerciais, criando um cenário único e pitoresco. É um testemunho notável da capacidade construtiva da época e da importância da água para a vida urbana.",https://pt.wikipedia.org/wiki/Aqueduto_da_%C3%81gua_de_Prata,,,38.5759,-7.915,Batch: Évora,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/%C3%89vora_-_Aqueduto_da_%C3%81gua_de_Prata.jpg/1280px-%C3%89vora_-_Aqueduto_da_%C3%81gua_de_Prata.jpg,[]
Almendres Cromlech,Cromeleque dos Almendres,monument,"Megalithic, Neolithic","Arquitetos: Desconhecidos. Construído entre o Neolítico Antigo (cerca de 6000 a.C.) e o Neolítico Médio (cerca de 5000 a.C.). O Cromeleque dos Almendres é o maior e um dos mais importantes monumentos megalíticos da Península Ibérica. Consiste num conjunto de menires dispostos em dois recintos megalíticos elípticos, que foram utilizados para fins rituais e astronómicos. Alguns dos menires apresentam gravuras e decorações. A sua construção e alinhamento refletem um conhecimento avançado da astronomia e da organização social das comunidades pré-históricas que habitaram a região. É um sítio arqueológico de enorme valor para a compreensão do Neolítico europeu.",https://pt.wikipedia.org/wiki/Cromeleque_dos_Almendres,,,38.5668,-8.056,Batch: Évora,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Cromeleque_dos_Almendres_01.jpg/1280px-Cromeleque_dos_Almendres_01.jpg,[]
Palace of D. Manuel,Palácio de D. Manuel,palace,"Gothic, Manueline, Mudéjar","Arquitetos: Desconhecidos, mas a construção está associada a épocas de D. Afonso V e D. João II, com alterações posteriores no século XV e XVI. Construído principalmente no século XV. O Palácio de D. Manuel, ou Paço Real de São Francisco, foi uma importante residência régia e um local de eventos históricos significativos, incluindo as Cortes de 1490. A sua estrutura original era vasta, mas hoje restam apenas algumas partes, como a chamada ""Galeria das Damas"", que exibe elementos arquitetónicos manuelinos e mudéjares, reflexo da influência das construções islâmicas e do estilo nacional português. É um dos poucos exemplos de arquitetura civil gótica-manuelina que subsistem em Évora, inserido no Jardim Público.",https://pt.wikipedia.org/wiki/Pal%C3%A1cio_de_D._Manuel,,,38.567,-7.909,Batch: Évora,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Pal%C3%A1cio_de_D._Manuel.jpg/1280px-Pal%C3%A1cio_de_D._Manuel.jpg,[]
Silves Castle,Castelo de Silves,castle,Castelo Islâmico,"Sem um arquiteto único conhecido para a sua forma atual, o Castelo de Silves, com raízes em fortificações romanas e visigóticas, foi amplamente reconstruído e fortificado pelos Mouros a partir do século VIII e posteriormente nos séculos XII e XIII, culminando na sua forma mais robusta durante a época almóada. Após a Reconquista Cristã em 1242 por D. Paio Peres Correia, foi adaptado e mantido pelos reis portugueses, como D. Dinis no século XIV, que ordenou a reconstrução das muralhas. Considerado um dos melhores exemplos da arquitetura militar islâmica em Portugal, a sua estrutura é predominantemente em taipa e arenito vermelho da região, com planta poligonal irregular, torres quadrangulares e duas cisternas, uma delas gótica. O castelo é um testemunho da presença muçulmana e da reconquista cristã na região.",https://pt.wikipedia.org/wiki/Castelo_de_Silves,PT050813070002,,37.1915,-8.4398,Batch: Faro,https://upload.wikimedia.org/wikipedia/commons/e/ec/Silves_Castle_01.jpg,[]
Faro Cathedral,Sé Catedral de Faro,church,"Catedral, Barroco","A Sé Catedral de Faro, reconstruída após o terramoto de 1755, tem as suas origens na fundação da Diocese de Faro (anteriormente Ossónoba) em 1249, após a reconquista cristã. A primitiva igreja foi construída no século XIII, possivelmente sobre uma antiga mesquita, não se conhecendo um arquiteto específico para a sua construção inicial. Foi sagrada em 1251. A estrutura atual integra elementos de várias épocas, sendo o seu interior predominantemente barroco, com azulejos e talha dourada dos séculos XVII e XVIII. A capela-mor e o altar-mor são exemplos notáveis da arte barroca. A torre sineira e a capela dos ossos adjacente são também características importantes.",https://pt.wikipedia.org/wiki/Sé_Catedral_de_Faro,PT050805070002,,37.0142,-7.9348,Batch: Faro,https://upload.wikimedia.org/wikipedia/commons/3/36/Faro_-_Cathedral_-_Interior_-_Chapel_-_04.jpg,[]
Fortress of Sagres,Fortaleza de Sagres,castle,"Forte, Arquitetura Militar","A Fortaleza de Sagres, embora a sua origem remonte ao século XV com o Infante D. Henrique, a estrutura que hoje vemos foi maioritariamente reconstruída e fortificada após a destruição provocada pelo corsário Francis Drake em 1587, não havendo um único arquiteto principal conhecido para a sua conceção final. A sua construção inicial é atribuída ao Infante D. Henrique por volta de 1450, que ali fundou a sua vila e escola náutica. A fortificação atual data principalmente dos séculos XVI e XVIII, com grandes obras realizadas sob o reinado de D. João V e D. Maria I, incluindo a construção da torre cisterno e o reforço das muralhas. É um exemplo de arquitetura militar costeira, com um baluarte principal, muralhas defensivas e um grande compasso de navegação (rosa dos ventos) datado de 1434 (ou século XVI dependendo da interpretação), que representa o legado henriquino e a Era dos Descobrimentos.",https://pt.wikipedia.org/wiki/Fortaleza_de_Sagres,PT050815040003,,37.0019,-8.9481,Batch: Faro,https://upload.wikimedia.org/wikipedia/commons/e/e0/Fortaleza_de_Sagres_-_Vista_da_R_-_Panoramio.jpg,[]
Roman Ruins of Milreu,Ruínas Romanas de Milreu,ruins,"Villa Romana, Sítio Arqueológico","As Ruínas Romanas de Milreu, descobertas no século XIX, datam principalmente dos séculos I a IV d.C., não havendo um arquiteto único para o complexo. O sítio arqueológico foi uma rica villa romana, que se transformou num centro de culto cristão no século IV. Inclui uma área residencial com peristilo, balneários e um templo dedicado ao culto da água, mais tarde transformado numa basílica cristã. São notáveis os mosaicos de temática marítima e as evidências de uma produção agrícola e de exploração de recursos marinhos. As escavações revelaram várias fases de ocupação e a transição do paganismo para o cristianismo na região.",https://pt.wikipedia.org/wiki/Ruínas_Romanas_de_Milreu,PT050805080006,,37.0519,-7.9866,Batch: Faro,https://upload.wikimedia.org/wikipedia/commons/1/18/Milreu_ruins_mosaics.jpg,[]
Estoi Palace,Palácio de Estói,palace,"Palácio Romântico, Rococó","O Palácio de Estói, encomendado por Francisco José Barreto, Visconde de Estói, foi construído no final do século XIX, entre 1893 e 1909, sob a direção do arquiteto José da Silva e do mestre de obras Domingos da Silva. O projeto é do arquiteto e decorador português Francisco Xavier Fabri (1860-1934) que se inspirou no Palácio de Versailles. Este palácio é um notável exemplo da arquitetura romântica, com forte influência rococó e neoclássica. Caracteriza-se pelos seus jardins ornamentados com fontes, estátuas e painéis de azulejos, que representam cenas mitológicas e alegóricas. Os interiores são ricos em estuques, pinturas murais e detalhes decorativos que refletem o gosto da burguesia abastada da época.",https://pt.wikipedia.org/wiki/Palácio_de_Estói,PT050805030018,,37.0864,-7.9042,Batch: Faro,https://upload.wikimedia.org/wikipedia/commons/a/a2/Palacio_de_Estoi.jpg,[]
Arco da Vila,Arco da Vila,monument,"Arco Triunfal, Neoclássico","O Arco da Vila, principal entrada para a cidade velha de Faro, foi erguido em 1812 pelo arquiteto genovês Francisco Xavier Fabri por ordem do Bispo D. Francisco Gomes de Avelar, em homenagem a D. Afonso III, que reconquistou Faro aos Mouros em 1249. No entanto, o arco incorpora uma das portas medievais da muralha moura (a Porta da Vila) e vestígios de arquitetura romana no seu interior. A fachada exterior, em estilo neoclássico, é coroada por uma estátua de São Tomás de Aquino, o padroeiro da cidade. É um importante portal triunfal que marca a transição entre a cidade moderna e o centro histórico.",https://pt.wikipedia.org/wiki/Arco_da_Vila_(Faro),PT050805070003,,37.0142,-7.9358,Batch: Faro,https://upload.wikimedia.org/wikipedia/commons/4/4e/Arco_da_Vila%2C_Faro.jpg,[]
Guarda Cathedral,Sé da Guarda,church,"Gótico, Manuelino","Construída entre os finais do século XIV e meados do século XVI, a Sé da Guarda é uma impressionante obra que reflete a transição do gótico para o manuelino. A sua construção iniciou-se por volta de 1390 sob o reinado de D. João I, com forte influência do Mestre da Batalha, o arquiteto Huguet (embora este não seja o único arquiteto). A fase gótica inicial é visível na estrutura robusta, torreões e aspeto fortificado. No século XVI, com a intervenção de mestres como João de Castilho e, possivelmente, Nicolau de Chanterene para a talha, o edifício adquiriu elementos manuelinos e renascentistas, especialmente nos portais e abóbadas. A catedral apresenta uma planta de três naves, transepto saliente e capela-mor. O seu exterior austero, semelhante a uma fortaleza, contrasta com a riqueza decorativa dos elementos manuelinos e a grandiosidade do seu interior.",https://pt.wikipedia.org/wiki/Sé_da_Guarda,0000492,,40.5398,-7.2657,Batch: Guarda,https://upload.wikimedia.org/wikipedia/commons/e/e0/Sé_da_Guarda.jpg,[]
Belmonte Castle,Castelo de Belmonte,castle,"Medieval, Paço","Datado do século XIII, o Castelo de Belmonte teve a sua construção iniciada sob as ordens de D. Sancho I e foi significativamente reformado no século XIV por D. Dinis. Mais tarde, no século XV, D. Fernando, pai de Pedro Álvares Cabral, promoveu a construção de um paço senhorial no seu interior. Este castelo medieval, de traçado irregular, destaca-se pela sua torre de menagem quadrada e pelas suas muralhas que se adaptam à topografia do terreno. Ao longo dos séculos, sofreu várias intervenções, incluindo a transformação em paço habitacional e, mais recentemente, a sua recuperação para fins culturais. É um exemplar notável da arquitetura militar medieval portuguesa, com uma notável adaptação a funções residenciais.",https://pt.wikipedia.org/wiki/Castelo_de_Belmonte,0001099,,40.6019,-7.3514,Batch: Guarda,https://upload.wikimedia.org/wikipedia/commons/e/e3/Castelo_de_Belmonte_-_vista_geral.jpg,[]
Sortelha Castle,Castelo de Sortelha,castle,"Medieval, Gótico","Datado do século XIII, o Castelo de Sortelha é um magnífico exemplo de arquitetura militar medieval, erguido sobre um afloramento rochoso que domina a paisagem. A sua construção inicial é atribuída a D. Sancho I, que ordenou a fortificação da região após a Reconquista Cristã. D. Dinis no século XIII e D. Fernando no século XIV promoveram importantes obras de ampliação e reforço, conferindo-lhe a estrutura imponente que hoje se observa. O castelo apresenta uma torre de menagem quadrangular, um pátio de armas e muralhas robustas, pontuadas por torreões semicirculares, que envolvem parcialmente a aldeia histórica. As suas características defensivas, como merlões e ameias, são típicas da arquitetura militar gótica.",https://pt.wikipedia.org/wiki/Castelo_de_Sortelha,0000455,,40.1804,-7.2003,Batch: Guarda,https://upload.wikimedia.org/wikipedia/commons/e/ec/Castelo_de_Sortelha_01.jpg,[]
Poço do Inferno,Poço do Inferno,trail,"Cascata, Percurso Pedestre","Formado ao longo de milénios, o Poço do Inferno é uma impressionante cascata de água que precipita de cerca de 10 metros de altura, esculpida pela força das águas da Ribeira de Leandres, afluente do Rio Zêzere, no coração da Serra da Estrela. Não tem um arquiteto ou ano de construção no sentido tradicional, mas a sua formação geológica é um processo contínuo. Este local é um marco natural e o início de diversos percursos pedestres que permitem explorar a rica biodiversidade e as paisagens graníticas da serra. A sua formação resulta da erosão diferencial em rochas graníticas, criando um vale encaixado e a queda de água, rodeada por uma densa vegetação ribeirinha.",https://pt.wikipedia.org/wiki/Po%C3%A7o_do_Inferno,,,40.3809,-7.5029,Batch: Guarda,https://upload.wikimedia.org/wikipedia/commons/4/47/Po%C3%A7o_do_Inferno_%287123985559%29.jpg,[]
Linhares da Beira Castle,Castelo de Linhares da Beira,castle,"Medieval, Românico, Gótico","Datado do século XII, o Castelo de Linhares da Beira teve a sua origem ligada à reconquista cristã e à necessidade de fortificar a fronteira. A sua construção foi impulsionada por D. Afonso Henriques e, posteriormente, reforçada sob o reinado de D. Dinis no século XIII, que lhe conferiu a sua forma atual, com duas imponentes torres de menagem quadrangulares, uma delas designada ""Torre de Menagem"" e a outra ""Torre do Relógio"". As suas muralhas robustas e a sua localização estratégica no topo de uma colina permitiam um controlo alargado sobre o território circundante. É um notável exemplo da arquitetura militar românica e gótica, que se harmoniza com a pitoresca aldeia histórica.",https://pt.wikipedia.org/wiki/Castelo_de_Linhares_da_Beira,0000486,,40.505,-7.5855,Batch: Guarda,https://upload.wikimedia.org/wikipedia/commons/d/d7/Castelo_de_Linhares_da_Beira.jpg,[]
Guarda Pillory,Pelourinho da Guarda,monument,"Manuelino, Renascentista","Erguido no século XVI, o Pelourinho da Guarda é um notável exemplar da arquitetura manuelina, refletindo o poder judicial e administrativo da cidade. Embora o arquiteto específico seja desconhecido, a sua construção insere-se no período áureo do estilo manuelino em Portugal. A sua coluna é composta por fustes torcidos e decorados com elementos vegetalistas e esferas armilares, símbolos do poder real e dos Descobrimentos. O remate é em gaiola, com elementos decorativos que remetem para a estética manuelina, culminando em pináculos. Localizado na Praça Velha, em frente à antiga Casa da Câmara, é um testemunho da autonomia municipal e da estética renascentista e manuelina da época.",https://pt.wikipedia.org/wiki/Pelourinho_da_Guarda,0000494,,40.5391,-7.2651,Batch: Guarda,https://upload.wikimedia.org/wikipedia/commons/e/e0/Pelourinho_da_Guarda.JPG,[]
Alcobaça Monastery,Mosteiro de Santa Maria de Alcobaça,church,Mosteiro,"Construído a partir de 1178 por monges da Ordem de Cister, a pedido de D. Afonso Henriques, em cumprimento de um voto feito após a conquista de Santarém aos Mouros em 1147. O arquiteto principal da primeira fase foi um mestre francês, embora o nome exato não seja sempre citado. O estilo predominante é o Gótico Cisterciense, puro e despojado. É um dos primeiros e mais importantes edifícios góticos em Portugal, e um dos maiores da Europa, reconhecido como Património Mundial da UNESCO desde 1989. O mosteiro alberga os túmulos de D. Pedro I e D. Inês de Castro, notáveis pela sua escultura gótica.",https://pt.wikipedia.org/wiki/Mosteiro_de_Alcoba%C3%A7a,PT031001010001,,39.549722,-8.978056,Batch: Leiria,https://upload.wikimedia.org/wikipedia/commons/e/ec/Mosteiro_de_Alcoba%C3%A7a.jpg,[]
Batalha Monastery,Mosteiro de Santa Maria da Vitória,church,"Mosteiro, Gótico, Manuelino","Iniciado em 1386 pelo arquiteto Afonso Domingues, e continuado por mestres como Huguet, Fernão de Évora e Mateus Fernandes, este mosteiro foi construído para comemorar a vitória portuguesa na Batalha de Aljubarrota (1385). É uma obra-prima da arquitetura gótica portuguesa, com fortes influências do gótico flamejante e do estilo Manuelino, especialmente visível nas Capelas Imperfeitas, iniciadas em 1437. Reconhecido como Património Mundial da UNESCO desde 1983.",https://pt.wikipedia.org/wiki/Mosteiro_da_Batalha,PT030502020001,,39.660833,-8.829167,Batch: Leiria,https://upload.wikimedia.org/wikipedia/commons/e/e6/Mosteiro_da_Batalha.jpg,[]
Leiria Castle,Castelo de Leiria,castle,"Medieval, Gótico","Construído originalmente no século XII, por volta de 1135, pelo primeiro Rei de Portugal, D. Afonso Henriques, para defesa contra os mouros. Ao longo dos séculos, sofreu várias reconstruções e ampliações, destacando-se as intervenções de D. Dinis no século XIII, que o transformou num paço real, e a renovação por D. João I no século XIV, que adicionou o Paço Real e a Igreja de Nossa Senhora da Pena. O estilo predominante é o gótico militar. Foi restaurado no século XX no âmbito das campanhas da DGEMN.",https://pt.wikipedia.org/wiki/Castelo_de_Leiria,PT031009050001,,39.747222,-8.808056,Batch: Leiria,https://upload.wikimedia.org/wikipedia/commons/b/b2/Castelo_de_Leiria_-_Vista_panor%C3%A2mica.jpg,[]
Sanctuary of Fátima,Santuário de Nossa Senhora de Fátima,church,"Santuário, Neoclássico, Contemporâneo","A construção do Santuário de Fátima começou em 1928 com a Basílica de Nossa Senhora do Rosário de Fátima, projetada pelo arquiteto Gerard Van Krieken e continuada por João Antunes. É um dos mais importantes centros de peregrinação mariana do mundo, construído no local das aparições da Virgem Maria aos três pastorinhos em 1917. O complexo inclui a Basílica de Nossa Senhora do Rosário (estilo neobarroco/neoclássico), a Basílica da Santíssima Trindade (inaugurada em 2007, arquiteto Alexandros Tombazis), a Capelinha das Aparições e outros edifícios de apoio.",https://pt.wikipedia.org/wiki/Santu%C3%A1rio_de_F%C3%A1tima,PT031013060002,,39.61715,-8.67035,Batch: Leiria,https://upload.wikimedia.org/wikipedia/commons/6/6f/Santu%C3%A1rio_de_F%C3%A1tima_2.jpg,[]
Óbidos Castle,Castelo de Óbidos,castle,"Medieval, Gótico","As origens do Castelo de Óbidos remontam ao período romano e visigótico, mas a sua estrutura atual é maioritariamente medieval, resultado de sucessivas intervenções. Foi conquistado aos mouros por D. Afonso Henriques em 1148. A sua forma atual é principalmente resultado de construções do século XIII e de adaptações nos séculos posteriores. O castelo e as muralhas que cercam a vila são exemplos notáveis da arquitetura militar medieval portuguesa. Foi doado como dote a várias rainhas de Portugal, tornando-se uma ""Vila das Rainhas"".",https://pt.wikipedia.org/wiki/Castelo_de_%C3%93bidos,PT031012020001,,39.362778,-9.1575,Batch: Leiria,https://upload.wikimedia.org/wikipedia/commons/e/e0/Castelo_de_%C3%93bidos_-_Portugal.jpg,[]
Leiria National Forest / King's Pine Forest,Mata Nacional de Leiria / Pinhal do Rei,park,"Floresta, Natural","A Mata Nacional de Leiria, também conhecida como Pinhal do Rei, foi iniciada no século XIII (cerca de 1279-1280) por D. Dinis, com o objetivo de fixar as dunas, fornecer madeira para a construção naval e apoiar a expansão marítima portuguesa. Embora não haja um ""arquiteto"" no sentido tradicional, o ""projeto"" de florestação foi uma iniciativa régia. A floresta, predominantemente de pinheiro-bravo, é um exemplo notável de gestão florestal e possui valor ecológico e paisagístico, sendo um importante pulmão verde da região. Foi severamente afetada pelos incêndios de 2017, mas encontra-se em fase de recuperação.",https://pt.wikipedia.org/wiki/Mata_Nacional_de_Leiria,,,39.783333,-8.966667,Batch: Leiria,https://upload.wikimedia.org/wikipedia/commons/b/bd/Pinhal_do_Rei%2C_Marinha_Grande%2C_Portugal.jpg,[]
Saint George's Castle,Castelo de São Jorge,castle,Medieval,"As origens remontam ao século VI a.C. com as primeiras fortificações. A estrutura atual foi significativamente desenvolvida a partir do século XI pelos Mouros, e posteriormente reconstruída e ampliada após a conquista cristã em 1147 por D. Afonso Henriques. Não há um único arquiteto ou ano de construção definido para todo o complexo, mas a sua forma atual é o resultado de séculos de intervenções. Serviu como paço real desde o século XII até o século XVI, e depois como quartel militar e prisão. O terramoto de 1755 causou grandes danos, mas foi restaurado no século XX. É um exemplo de arquitetura militar medieval com influências mouriscas.",https://pt.wikipedia.org/wiki/Castelo_de_S%C3%A3o_Jorge,16847,,38.7138,-9.1332,Batch: Lisboa,https://upload.wikimedia.org/wikipedia/commons/e/e4/Castelo_de_S%C3%A3o_Jorge%2C_Lisboa.jpg,[]
Belém Tower,Torre de Belém,castle,Manuelino,"Construída entre 1514 e 1519 pelos arquitetos Francisco de Arruda e Diogo de Boitaca (o último no planeamento inicial), a Torre de Belém é um notável exemplo da arquitetura manuelina, com elementos que denotam influências mouriscas. Originalmente designada por Torre de São Vicente, serviu como defesa do estuário do Tejo e como porta cerimonial de Lisboa. Ao longo dos séculos, funcionou como farol, centro de cobrança de impostos e até prisão. A sua ornamentação inclui a esfera armilar, a Cruz de Cristo e a imagem de Nossa Senhora do Bom Sucesso.",https://pt.wikipedia.org/wiki/Torre_de_Bel%C3%A9m,16781,,38.6916,-9.2159,Batch: Lisboa,https://upload.wikimedia.org/wikipedia/commons/0/07/Torre_de_Bel%C3%A9m_-_Vista_a%C3%A9rea.jpg,[]
Jerónimos Monastery,Mosteiro dos Jerónimos,church,Manuelino,"A construção teve início em 1501 sob o reinado de D. Manuel I, projetado inicialmente por Diogo de Boitaca. Seguiram-se João de Castilho, Diogo de Torralva e Jerónimo de Ruão, que contribuíram para a sua evolução até ao século XVII. É o expoente máximo do estilo Manuelino, caracterizado pela profusão de elementos marítimos, naturalistas e simbólicos do período dos Descobrimentos. Foi edificado para comemorar o regresso de Vasco da Gama da Índia e servir de panteão régio. A Igreja de Santa Maria e o claustro são obras-primas da arquitetura gótica tardia portuguesa.",https://pt.wikipedia.org/wiki/Mosteiro_dos_Jer%C3%B3nimos,16779,,38.6979,-9.2062,Batch: Lisboa,https://upload.wikimedia.org/wikipedia/commons/e/e5/Mosteiro_dos_Jer%C3%B3nimos_%2834277700683%29.jpg,[]
Pena Palace,Palácio Nacional da Pena,palace,"Romântico, Eclético","O Palácio da Pena foi construído entre 1842 e 1854 sob a direção de D. Fernando II e do arquiteto Barão de Eschwege (Ludwig von Eschwege). Resultou da transformação de um antigo mosteiro jerónimo do século XVI em ruínas após o terramoto de 1755 e a extinção das ordens religiosas. É um dos melhores exemplos do Romantismo do século XIX em Portugal, apresentando uma mistura eclética de estilos neo-gótico, neo-manuelino, neo-islâmico e neo-renascentista, com influências da arquitetura bávara. O palácio está inserido num parque luxuriante, idealizado também por D. Fernando II.",https://pt.wikipedia.org/wiki/Pal%C3%A1cio_Nacional_da_Pena,15286,,38.7865,-9.3905,Batch: Lisboa,https://upload.wikimedia.org/wikipedia/commons/4/47/PenaPalace-Sintra.jpg,[]
São Pedro de Alcântara Viewpoint,Miradouro de São Pedro de Alcântara,viewpoint,"Jardim, Panorâmico","Criado no século XIX, este miradouro não tem um arquiteto principal ou ano exato de construção como um edifício. O jardim que o compõe foi inaugurado em 1864, e a estátua de Eduardo Coelho (fundador do Diário de Notícias) foi colocada em 1904. Oferece uma vista panorâmica deslumbrante sobre o Castelo de São Jorge, a Baixa de Lisboa e o rio Tejo. Possui um mapa de azulejos que ajuda a identificar os edifícios. É um espaço ajardinado e de lazer, ideal para contemplar a paisagem urbana da capital.",https://pt.wikipedia.org/wiki/Jardim_de_S%C3%A3o_Pedro_de_Alc%C3%A2ntara,,,38.7142,-9.1444,Batch: Lisboa,https://upload.wikimedia.org/wikipedia/commons/e/e0/Lisbon_-_View_from_Miradouro_de_S%C3%A3o_Pedro_de_Alc%C3%A2ntara_-_Portugal.jpg,[]
